"_5_digit_ntd_id","max_agency","max_reporter_type","max_organization_type","report_year","max_city","max_state","max_agency_voms","mode","max_mode_name","type_of_service","max_mode_voms","max_primary_uza_code","max_primary_uza_name","max_primary_uza_area_sq_miles","max_primary_uza_population","max_service_area_sq_miles","max_service_area_population","questionable_record","max_time_period","min_time_service_begins","max_time_service_ends","sum_actual_vehicles_passenger_car_miles","sum_actual_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_deadhead_miles","sum_scheduled_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_car_hours","sum_actual_vehicles_passenger_car_revenue_hours","sum_actual_vehicles_passenger_car_deadhead_hours","sum_charter_service_hours","sum_school_bus_hours","sum_trains_in_operation","sum_train_miles","sum_train_revenue_miles","sum_train_deadhead_miles","sum_train_hours","sum_train_revenue_hours","sum_train_deadhead_hours","sum_unlinked_passenger_trips_upt","sum_ada_upt","sum_sponsored_service_upt","sum_passenger_miles","sum_directional_route_miles","sum_days_of_service_operated","sum_days_not_operated_strikes","sum_days_not_operated_emergencies"
"90036","Orange County Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Orange","CA","887","MB","Bus","DO","212","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","435.00","2860175","","Annual Total",,,"11968815","10144329","1824486","10136189","998901","903237","95664","0","0",,,,,,,,"24433436",,,"85125513","21.85",,,
"90036","Orange County Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Orange","CA","887","MB","Bus","PT","162","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","435.00","2860175","","Annual Total",,,"7940625","6605599","1335026","6602856","611395","552606","58789","0","0",,,,,,,,"10526618",,,"39645393",,,,
"90036","Orange County Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Orange","CA","887","VP","Vanpool","PT","153","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","435.00","2860175","","Annual Total",,,"2704844","2704844","0",,"72463","72463","0",,,,,,,,,,"314313",,,"11876093",,,,
"90039","City of Culver City, dba: Culver CityBus","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Culver City","CA","42","DR","Demand Response","DO","2","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","43.00","529532","","Annual Total",,,"16124","8149","7975",,"2505","865","1640","0","0",,,,,,,,"3832","0","0","7570",,,,
"90039","City of Culver City, dba: Culver CityBus","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Culver City","CA","42","MB","Bus","DO","40","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","43.00","529532","","Annual Total",,,"1543218","1420969","122249","1503383","144311","132020","12291","0","0",,,,,,,,"2887456",,,"11018509",,,,
"90041","City of Montebello, dba: Montebello Bus Lines","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Montebello","CA","81","DR","Demand Response","PT","5","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","151.00","361624","","Annual Total",,,"40584","30468","10116",,"7606","4235","3371","0","0",,,,,,,,"18511","0","0","43827",,,,
"90041","City of Montebello, dba: Montebello Bus Lines","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Montebello","CA","81","DR","Demand Response","TX","40","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","151.00","361624","","Annual Total",,,,"61943",,,,"3869",,,,,,,,,,,"58786","0","0","112898",,"366","0","0"
"90041","City of Montebello, dba: Montebello Bus Lines","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Montebello","CA","81","MB","Bus","DO","36","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","151.00","361624","","Annual Total",,,"1654274","1571985","82289","1697981","164721","152359","12362","0","0",,,,,,,,"2720889",,,"9754328",,,,
"90042","City of Gardena, dba: GTrans","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Gardena","CA","29","DR","Demand Response","DO","4","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","88.00","816700","","Annual Total",,,"42154","36144","6010",,"5746","4629","1117","0","0",,,,,,,,"10289","680","0","30413",,,,
"90042","City of Gardena, dba: GTrans","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Gardena","CA","29","MB","Bus","DO","25","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","88.00","816700","","Annual Total",,,"1320838","1274864","45974","1400225","92050","89154","2896","0","0",,,,,,,,"2170007",,,"7614651",,,,
"90043","City of Commerce, dba: City of Commerce Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Commerce","CA","14","DR","Demand Response","DO","4","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","11.00","12997","","Annual Total",,,"68031","62574","5457",,"8147","7211","936",,,,,,,,,,"10142",,,"40088",,,,
"90043","City of Commerce, dba: City of Commerce Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Commerce","CA","14","MB","Bus","DO","10","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","11.00","12997","","Annual Total",,,"503208","484826","18382","487419","50780","49220","1560",,,,,,,,,,"551569",,,"2901393",,,,
"90044","City of Arcadia, dba: Arcadia Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Arcadia","CA","14","DR","Demand Response","PT","8","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","11.00","56697","","Annual Total",,,,"74622",,,,"10791",,,,,,,,,,,"19615",,"0",,,,,
"90044","City of Arcadia, dba: Arcadia Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Arcadia","CA","14","MB","Bus","PT","6","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","11.00","56697","","Annual Total",,,,"167370",,,,"15080",,,,,,,,,,,"29785",,,,,,,
"90045","Regional Transportation Commission of Southern Nevada","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Las Vegas","NV","663","DR","Demand Response","PT","383","47995","Las Vegas--Henderson--Paradise, NV","435.29","2196623","396.00","2265461","","Annual Total",,,"12456612","10737704","1718908",,"993200","802606","190594",,,,,,,,,,"1511043","1342195","168108","16068397",,,,
"90045","Regional Transportation Commission of Southern Nevada","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Las Vegas","NV","663","MB","Bus","PT","280","47995","Las Vegas--Henderson--Paradise, NV","435.29","2196623","396.00","2265461","","Annual Total",,,"20002926","18174566","1828360","19311681","1506348","1444202","62146","408",,,,,,,,,"52203687",,,"197329937","89.94",,,
"90050","City of Simi Valley, dba: Simi Valley Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Simi Valley","CA","15","DR","Demand Response","DO","9","82144","Simi Valley, CA","31.63","127364","50.00","126356","","Annual Total",,,,"136284",,,,"9877",,,,,,,,,,,"49085",,"0",,,,,
"90050","City of Simi Valley, dba: Simi Valley Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Simi Valley","CA","15","MB","Bus","DO","6","82144","Simi Valley, CA","31.63","127364","50.00","126356","","Annual Total",,,,"402067",,,,"26808",,,,,,,,,,,"190162",,,,,,,
"90052","City of Corona","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Corona","CA","11","DR","Demand Response","PT","6","75340","Riverside--San Bernardino, CA","608.56","2276703","39.00","160238","","Annual Total",,,,"176106",,,,"14019",,,,,,,,,,,"47186",,"7096",,,,,
"90052","City of Corona","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Corona","CA","11","MB","Bus","PT","5","75340","Riverside--San Bernardino, CA","608.56","2276703","39.00","160238","","Annual Total",,,,"182896",,,,"14309",,,,,,,,,,,"139080",,,,,,,
"90061","Yuba-Sutter Transit Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","2024","Marysville","CA","29","CB","Commuter Bus","PT","7","97939","Yuba City, CA","30.00","125706","813.00","160271","","Annual Total",,,,"244714",,,,"6375",,,,,,,,,,,"43895",,,,,,,
"90061","Yuba-Sutter Transit Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","2024","Marysville","CA","29","DR","Demand Response","PT","10","97939","Yuba City, CA","30.00","125706","813.00","160271","","Annual Total",,,,"224676",,,,"19750",,,,,,,,,,,"35624",,"0",,,,,
"90061","Yuba-Sutter Transit Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","2024","Marysville","CA","29","MB","Bus","PT","12","97939","Yuba City, CA","30.00","125706","813.00","160271","","Annual Total",,,,"498144",,,,"41882",,,,,,,,,,,"494447",,,,,,,
"90062","Monterey-Salinas Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Monterey","CA","165","DR","Demand Response","PT","27","80362","Seaside--Monterey--Pacific Grove, CA","41.18","123495","163.00","430723","","Annual Total",,,"1284005","1026185","257820",,"69699","59758","9941","0","0",,,,,,,,"112650","90934","0","1391678",,,,
"90062","Monterey-Salinas Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Monterey","CA","165","DR","Demand Response","TX","46","80362","Seaside--Monterey--Pacific Grove, CA","41.18","123495","163.00","430723","","Annual Total",,,,"199648",,,,"9610",,,,,,,,,,,"27450","27450","0","199648",,"335","0","0"
"90062","Monterey-Salinas Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Monterey","CA","165","MB","Bus","DO","48","80362","Seaside--Monterey--Pacific Grove, CA","41.18","123495","163.00","430723","","Annual Total",,,"2368868","2217516","151352","2218686","149333","142129","7204","0","0",,,,,,,,"2204401",,,"11133340",,,,
"90062","Monterey-Salinas Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Monterey","CA","165","MB","Bus","PT","18","80362","Seaside--Monterey--Pacific Grove, CA","41.18","123495","163.00","430723","","Annual Total",,,"905813","771109","134704","772364","58455","53970","4485","0","0",,,,,,,,"325065",,,"1081947",,,,
"90062","Monterey-Salinas Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Monterey","CA","165","VP","Vanpool","PT","26","80362","Seaside--Monterey--Pacific Grove, CA","41.18","123495","163.00","430723","","Annual Total",,,"548833","548833","0",,"11411","11411","0","0","0",,,,,,,,"65442",,,"3031060",,,,
"90078","Central Contra Costa Transit Authority, dba: County Connection","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Concord","CA","136","DR","Demand Response","PT","60","19504","Concord--Walnut Creek, CA","175.76","538583","274.00","627597","","Annual Total",,,"1394569","1110560","284009",,"102247","77810","24437","0","0",,,,,,,,"131408","130103","0","1291118",,,,
"90078","Central Contra Costa Transit Authority, dba: County Connection","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Concord","CA","136","MB","Bus","DO","76","19504","Concord--Walnut Creek, CA","175.76","538583","274.00","627597","","Annual Total",,,"2927134","2221961","705173","2228348","217550","186699","30851",,,,,,,,,,"2572370",,,"9310426",,,,
"90079","SunLine Transit Agency, dba: SunLine","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Thousand Palms","CA","89","DR","Demand Response","DO","25","41347","Indio--Palm Desert--Palm Springs, CA","151.82","361075","1120.00","474031","","Annual Total",,,"1039102","866842","172260",,"65513","58412","7101","0","0",,,,,,,,"119492","119492","0","1194943",,,,
"90079","SunLine Transit Agency, dba: SunLine","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Thousand Palms","CA","89","DR","Demand Response","PT","10","41347","Indio--Palm Desert--Palm Springs, CA","151.82","361075","1120.00","474031","","Annual Total",,,"182255","118035","64220",,"20366","18529","1837","0","0",,,,,,,,"22435",,,"83528",,,,
"90079","SunLine Transit Agency, dba: SunLine","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Thousand Palms","CA","89","MB","Bus","DO","47","41347","Indio--Palm Desert--Palm Springs, CA","151.82","361075","1120.00","474031","","Annual Total",,,"3126089","2660900","465189","3217262","196303","181582","14721","0","0",,,,,,,,"2585788",,,"19864009",,,,
"90079","SunLine Transit Agency, dba: SunLine","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Thousand Palms","CA","89","VP","Vanpool","PT","7","41347","Indio--Palm Desert--Palm Springs, CA","151.82","361075","1120.00","474031","","Annual Total",,,"227419","227419","0",,"4367","4367","0","0","0",,,,,,,,"23739",,,"1273279",,,,
"90086","City of Riverside, dba: Riverside Connect","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Riverside","CA","21","DR","Demand Response","DO","21","75340","Riverside--San Bernardino, CA","608.56","2276703","82.00","320785","","Annual Total",,,"483426","432901","50525",,"42464","31092","11372","0","0",,,,,,,,"88259","22942","32751","705746",,,,
"90087","City of Santa Maria, dba: Santa Maria Regional Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Santa Maria","CA","25","DR","Demand Response","PT","4","79417","Santa Maria, CA","27.06","143609","34.00","150201","","Annual Total",,,"80037","73545","6492",,"5576","5051","525",,,,,,,,,,"13428","12346",,"112731",,,,
"90087","City of Santa Maria, dba: Santa Maria Regional Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Santa Maria","CA","25","MB","Bus","PT","21","79417","Santa Maria, CA","27.06","143609","34.00","150201","","Annual Total",,,"917582","873373","44209","878130","61103","58618","2485",,,,,,,,,,"541331",,,"1771627",,,,
"90088","Napa Valley Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Napa","CA","48","CB","Commuter Bus","PT","10","61057","Napa, CA","20.35","84619","45.00","138000","","Annual Total",,,"426349","390112","36237","392704","19005","13553","5452","0","0",,,,,,,,"57376",,,"1311136",,,,
"90088","Napa Valley Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Napa","CA","48","DR","Demand Response","PT","17","61057","Napa, CA","20.35","84619","45.00","138000","","Annual Total",,,"298988","216904","82084",,"36112","28639","7473","0","0",,,,,,,,"69787","15974","0","193514",,,,
"90088","Napa Valley Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Napa","CA","48","MB","Bus","PT","21","61057","Napa, CA","20.35","84619","45.00","138000","","Annual Total",,,"893308","831169","62139","836244","70348","57290","13058","0","0",,,,,,,,"398093",,,"3150540",,,,
"90089","County of Sonoma , dba: Sonoma County Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Santa Rosa","CA","56","DR","Demand Response","PT","21","79498","Santa Rosa, CA","79.39","297329","390.00","478152","","Annual Total",,,"572082","363129","208953",,"36116","28758","7358","0","0",,,,,,,,"42594","42594","0","568246",,,,
"90089","County of Sonoma , dba: Sonoma County Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Santa Rosa","CA","56","MB","Bus","PT","35","79498","Santa Rosa, CA","79.39","297329","390.00","478152","","Annual Total",,,"2031529","1500696","530833","1508199","111013","94260","16753","0","0",,,,,,,,"744550",,,"8070142",,,,
"90090","Yolo County Transportation District","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Woodland","CA","44","DR","Demand Response","PT","12","77068","Sacramento, CA","467.58","1946618","109.00","528880","","Annual Total",,,"517672","497588","20084",,"41220","38596","2624","0","0",,,,,,,,"50761","26557","0","543998",,,,
"90090","Yolo County Transportation District","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Woodland","CA","44","MB","Bus","PT","32","77068","Sacramento, CA","467.58","1946618","109.00","528880","Y","Annual Total",,,"1944715","1716425","228290","2070750","88995","70729","18266","0","0",,,,,,,,"579270",,,"3464034",,,,
"90091","City of Visalia  , dba: Visalia Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Visalia","CA","37","CB","Commuter Bus","PT","3","90946","Visalia, CA","37.70","160578","48.00","171732","","Annual Total",,,"253741","249894","3847","290301","6874","6520","354","0","0",,,,,,,,"23392",,,"1227397",,,,
"90091","City of Visalia  , dba: Visalia Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Visalia","CA","37","DR","Demand Response","PT","8","90946","Visalia, CA","37.70","160578","48.00","171732","","Annual Total",,,"192431","156429","36002",,"13034","11130","1904","0","0",,,,,,,,"29159","26271","0","170743",,,,
"90091","City of Visalia  , dba: Visalia Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Visalia","CA","37","MB","Bus","PT","26","90946","Visalia, CA","37.70","160578","48.00","171732","","Annual Total",,,"1564226","1530011","34215","1761841","106617","103669","2948","0","0",,,,,,,,"529731",,,"3147803",,,,
"90092","City of Fairfield, California, dba: FAST Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Fairfield","CA","22","DR","Demand Response","PT","10","28657","Fairfield, CA","40.81","150122","48.00","120768","","Annual Total",,,"220843","192196","28647",,"19903","17544","2359",,,,,,,,,,"24974","14633",,"230526",,,,
"90092","City of Fairfield, California, dba: FAST Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Fairfield","CA","22","MB","Bus","PT","12","28657","Fairfield, CA","40.81","150122","48.00","120768","","Annual Total",,,"345667","328177","17490","331968","27360","26150","1210",,,,,,,,,,"185764",,,"683676",,,,
"90093","Redding Area Bus Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","2024","Redding","CA","23","DR","Demand Response","PT","8","73774","Redding, CA","67.06","120602","100.00","182152","","Annual Total",,,,"169500",,,,"10238",,,,,,,,,,,"25358",,"0",,,,,
"90093","Redding Area Bus Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","2024","Redding","CA","23","MB","Bus","PT","13","73774","Redding, CA","67.06","120602","100.00","182152","","Annual Total",,,,"734787",,,,"45579",,,,,,,,,,,"476326",,,,,,,
"90093","Redding Area Bus Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","2024","Redding","CA","23","VP","Vanpool","PT","2","73774","Redding, CA","67.06","120602","100.00","182152","","Annual Total",,,,"12740",,,,"245",,,,,,,,,,,"1334",,,,,,,
"90094","Metropolitan Transportation Commission, dba: MTC","Full Reporter","MPO, COG or Other Planning Agency","2024","San Francisco","CA","562","VP","Vanpool","PT","562","78904","San Francisco--Oakland, CA","513.80","3515933","6900.00","7100000","","Annual Total",,,"14665797","14665797","0",,"307094","307094","0","0","0",,,,,,,,"1220897",,,"71125575",,,,
"90095","San Diego Association of Governments, dba: SANDAG","Full Reporter","MPO, COG or Other Planning Agency","2024","San Diego","CA","395","VP","Vanpool","PT","395","78661","San Diego, CA","674.72","3070300","4207.00","3316192","","Annual Total",,,"9194877","9194877","0",,"230933","230933","0",,,,,,,,,,"972314",,,"48985623",,,,
"90119","City of Laguna Beach, dba: Laguna Beach Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Laguna Beach","CA","24","DR","Demand Response","PT","6","57709","Mission Viejo--Lake Forest--Laguna Niguel, CA","163.63","646843","9.00","23190","","Annual Total",,,,"184812",,,,"20279",,,,,,,,,,,"74749",,"0",,,,,
"90119","City of Laguna Beach, dba: Laguna Beach Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Laguna Beach","CA","24","MB","Bus","PT","18","57709","Mission Viejo--Lake Forest--Laguna Niguel, CA","163.63","646843","9.00","23190","","Annual Total",,,,"285843",,,,"27697",,,,,,,,,,,"630488",,,,,,,
"90121","Antelope Valley Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Lancaster","CA","88","CB","Commuter Bus","PT","20","67140","Palmdale--Lancaster, CA","84.78","359559","1200.00","349050","","Annual Total",,,"926384","643747","282637","708532","30624","23489","7135",,,,,,,,,,"150613",,,"9232393","98.84",,,
"90121","Antelope Valley Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Lancaster","CA","88","DR","Demand Response","PT","20","67140","Palmdale--Lancaster, CA","84.78","359559","1200.00","349050","","Annual Total",,,"1356262","1103255","253007",,"71735","53063","18672",,,,,,,,,,"100101","12012",,"1105158",,,,
"90121","Antelope Valley Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Lancaster","CA","88","MB","Bus","PT","48","67140","Palmdale--Lancaster, CA","84.78","359559","1200.00","349050","","Annual Total",,,"2800679","2298366","502313","2323342","172210","158402","13808",,,,,,,,,,"1409391",,,"7524834",,,,
"90131","City of Scottsdale , dba: Scottsdale Trolley","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Scottsdale","AZ","12","MB","Bus","PT","12","69184","Phoenix--Mesa--Scottsdale, AZ","1110.48","3976313","36.00","159329","","Annual Total",,,"566170","523218","42952","579882","41402","40018","1384",,,,,,,,,,"305847",,,"299720",,,,
"90134","Peninsula Corridor Joint Powers Board, dba: Caltrain","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","San Carlos","CA","72","CR","Commuter Rail","PT","72","78904","San Francisco--Oakland, CA","513.80","3515933","425.00","3632769","","Annual Total",,,"6225955","6061675","164280","5896173","203364","193884","9480",,,,"1496633","1455884","40749","46494","46494","0","7405005",,,"144203482","153.36",,,
"90136","Regional Public Transportation Authority, dba: Valley Metro","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Phoenix","AZ","788","DR","Demand Response","PT","84","69184","Phoenix--Mesa--Scottsdale, AZ","1110.48","3976313","503.00","2429968","","Annual Total",,,"4259002","3567432","691570",,"204056","173653","30403","0","0",,,,,,,,"253581","250232","0","4272775",,,,
"90136","Regional Public Transportation Authority, dba: Valley Metro","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Phoenix","AZ","788","DR","Demand Response","TX","175","69184","Phoenix--Mesa--Scottsdale, AZ","1110.48","3976313","503.00","2429968","","Annual Total",,,,"951062",,,,"26569",,,,,,,,,,,"52422","50591","0","1114400",,"366","0","0"
"90136","Regional Public Transportation Authority, dba: Valley Metro","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Phoenix","AZ","788","MB","Bus","PT","290","69184","Phoenix--Mesa--Scottsdale, AZ","1110.48","3976313","503.00","2429968","","Annual Total",,,"14490186","12085712","2404474","12149454","1084366","981565","102801","0","0",,,,,,,,"8477785",,,"31367805","244.50",,,
"90136","Regional Public Transportation Authority, dba: Valley Metro","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Phoenix","AZ","788","VP","Vanpool","PT","239","69184","Phoenix--Mesa--Scottsdale, AZ","1110.48","3976313","503.00","2429968","","Annual Total",,,"4549227","4549227","0",,"88918","88918","0","0","0",,,,,,,,"546767",,,"24869461",,,,
"90140","City of Peoria","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Peoria","AZ","7","DR","Demand Response","DO","7","69184","Phoenix--Mesa--Scottsdale, AZ","1110.48","3976313","181.00","202183","","Annual Total",,,"118551","96970","21581",,"10254","7518","2736",,,,,,,,,,"23414","7172","0","110022",,,,
"90142","University of California, Davis, dba: Unitrans","Full Reporter","University","2024","Davis","CA","29","MB","Bus","DO","29","22420","Davis, CA","12.16","77034","11.00","70827","","Annual Total",,,"800461","763955","36506","765107","77895","73692","4203","42","0",,,,,,,,"3481877",,,"7407682",,,,
"90144","Livermore / Amador Valley Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Livermore","CA","49","MB","Bus","PT","49","50533","Livermore--Pleasanton--Dublin, CA","65.26","240381","40.00","236690","","Annual Total",,,"1745604","1492650","252954","1736231","124503","112516","11987","0","0",,,,,,,,"1353810",,,"6316183",,,,
"90146","Foothill Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","West Covina","CA","303","MB","Bus","PT","303","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","327.00","1515836","","Annual Total",,,"15883199","11515568","4367631","11682642","1119774","828639","291135","4360","0",,,,,,,,"9164170",,,"56817854","40.90",,,
"90147","City of Los Angeles","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Los Angeles","CA","389","CB","Commuter Bus","PT","110","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","465.00","4849476","","Annual Total",,,"4785181","2507364","2277817","2530765","165013","95020","69993","0","0",,,,,,,,"992531",,,"14995295","35.10",,,
"90147","City of Los Angeles","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Los Angeles","CA","389","DR","Demand Response","PT","84","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","465.00","4849476","","Annual Total",,,"929828","702955","226873",,"134366","108907","25459","0","0",,,,,,,,"185863","3441",,"671698",,,,
"90147","City of Los Angeles","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Los Angeles","CA","389","DR","Demand Response","TX","9","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","465.00","4849476","","Annual Total",,,,"176077",,,,"13974",,,,,,,,,,,"94122","654",,"247255",,"366",,
"90147","City of Los Angeles","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Los Angeles","CA","389","MB","Bus","PT","186","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","465.00","4849476","","Annual Total",,,"8295232","7330311","964921","7560574","759436","684758","74678","0","0",,,,,,,,"14512714",,,"22812382",,,,
"90148","Victor Valley Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Hesperia","CA","304","CB","Commuter Bus","PT","6","90541","Victorville--Hesperia--Apple Valley, CA","131.77","355816","327.00","344288","","Annual Total",,,"270323","224431","45892","225452","6918","5762","1156",,,,,,,,,,"33564",,,"2075838",,,,
"90148","Victor Valley Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Hesperia","CA","304","DR","Demand Response","PT","42","90541","Victorville--Hesperia--Apple Valley, CA","131.77","355816","327.00","344288","","Annual Total",,,"999718","816581","183137",,"73886","58522","15364",,,,,,,,,,"141920","100516","24126","1436223",,,,
"90148","Victor Valley Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Hesperia","CA","304","MB","Bus","PT","47","90541","Victorville--Hesperia--Apple Valley, CA","131.77","355816","327.00","344288","","Annual Total",,,"3676534","3370500","306034","3390252","203297","188300","14997",,,,,,,,,,"956966",,,"6947606",,,,
"90148","Victor Valley Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Hesperia","CA","304","VP","Vanpool","PT","209","90541","Victorville--Hesperia--Apple Valley, CA","131.77","355816","327.00","344288","","Annual Total",,,"5586875","5586875","0",,"113338","113338","0",,,,,,,,,,"527473",,,"26515364",,,,
"90149","City of Lompoc, dba: City of Lompoc Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Lompoc","CA","10","DR","Demand Response","PT","2","51040","Lompoc, CA","9.81","54287","40.00","54379","","Annual Total",,,,"32069",,,,"6801",,,,,,,,,,,"9346",,"0",,,,,
"90149","City of Lompoc, dba: City of Lompoc Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Lompoc","CA","10","MB","Bus","PT","8","51040","Lompoc, CA","9.81","54287","40.00","54379","","Annual Total",,,,"203646",,,,"16890",,,,,,,,,,,"56451",,,,,,,
"90151","Southern California Regional Rail Authority, dba: Metrolink","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Los Angeles","CA","195","CR","Commuter Rail","PT","195","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","2291.00","8341002","","Annual Total",,,"11552285","11346587","205698","11364258","329980","314116","15864",,,,"2758425","2710775","47650","80962","76575","4387","4321271",,,"170264960","844.56","0","0","0"
"90154","Los Angeles County Metropolitan Transportation Authority , dba: Metro","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Los Angeles","CA","2722","DR","Demand Response","DO","66","51445","Los Angeles--Long Beach--Anaheim, CA","1636.83","12237376","4632.00","10287086","","Annual Total",,,"3382769","2969938","412831",,"215560","196203","19357","0","0",,,,,,,,"762757","9389","0","3203787",,,,
